,Cluster,Age,Mc,Mdotc,Lwc,k,Mmin*,Mmax*,RA_ICRS,DE_ICRS,r50,nbstars07,pmRA_,pmDE,plx,Flag,AgeNN,AVNN,DMNN,DistPc,X,Y,Z,Rgc,SimbadName,_RA.icrs,_DE.icrs,l,b
352,UBC_590,11.7,259.7,1.59e-08,3.58e+34,3616.6,2.54,4.66,313.824,47.579,0.028,13,-3.134,-4.102,0.222,NN,7.07,3.37,12.9,3802.0,160.0,3797.0,105.0,9017.0,UBC 590,313.824,47.579,87.57562232064413,1.5884676425989466
353,UBC_604,15.5,393.0,1.46e-08,3.12e+34,5567.0,2.52,5.27,32.546,65.42,0.13,29,-0.728,0.486,0.327,NN,7.19,2.6,12.39,3000.0,-1964.0,2258.0,197.0,10549.0,UBC 604,32.546,65.42,131.00490410589146,3.7899609298646286
354,UBC_608,20.4,701.9,1.48e-08,2.9700000000000003e+34,10154.4,2.48,6.44,61.358,55.926,0.071,48,-0.182,0.044,0.138,NN,7.31,1.95,13.66,5383.0,-4548.0,2868.0,255.0,13203.0,UBC 608,61.358,55.926,147.77110163310107,2.710403598526956
355,UBC_609,5.6,2886.6,1.2e-06,3.38e+36,37933.3,2.17,7.89,65.262,53.069,0.335,228,0.474,-0.667,0.198,NN,6.75,2.38,12.81,3645.0,-3194.0,1750.0,140.0,11666.0,UBC 609,65.262,53.069,151.38338176685033,2.1913798476035513
356,UBC_612,16.2,152.7,3.29e-09,6.6e+33,2207.1,2.48,12.64,79.833,40.14,0.07,16,0.335,-0.685,0.133,NN,7.21,1.51,13.74,5607.0,-5476.0,1197.0,156.0,13868.0,UBC 612,79.833,40.14,167.66735417612122,1.5942910800665744
357,UBC_633,13.8,227.9,1.08e-08,2.38e+34,3199.9,3.36,8.04,112.824,-15.429,0.096,16,-1.343,1.477,0.173,NN,7.14,1.82,13.75,5629.0,-3529.0,-4383.0,152.0,12652.0,UBC 633,112.824,-15.429,231.1690489033851,1.5552046028940563
358,UBC_646,22.9,165.9,2.79e-09,5.42e+33,2420.9,2.13,12.59,124.111,-34.057,0.085,20,-2.529,3.28,0.105,NN,7.36,0.67,14.02,6358.0,-1924.0,-6059.0,78.0,11919.0,UBC 646,124.111,-34.057,252.38030204035726,0.6817638016614862
359,UBC_652,10.0,123.0,1.7e-09,3.23e+33,1808.6,1.79,5.62,162.381,-54.711,0.074,20,-7.224,3.803,0.363,manual,7.0,0.7,12.03,2542.0,692.0,-2439.0,179.0,8027.0,UBC 652,162.3811,-54.711,285.84886064310626,4.066021499130592
360,UBC_654,8.9,1458.8,1.88e-07,4.61e+35,19830.0,2.63,4.65,159.284,-59.875,0.103,114,-5.713,2.491,0.231,NN,6.95,1.53,13.1,4159.0,1203.0,-3980.0,-92.0,8172.0,UBC 654,159.284,-59.875,286.8130939555391,-1.2746398559280885
361,UBC_659,27.5,209.6,2.44e-09,4.56e+33,3103.7,1.96,4.13,167.285,-60.687,0.074,19,-6.297,1.387,0.367,NN,7.44,1.09,11.86,2352.0,832.0,-2200.0,-10.0,7822.0,UBC 659,167.2851,-60.687,290.7306755734663,-0.26172742324503073
362,UBC_672,10.5,287.7,2.11e-08,4.86e+34,3981.0,2.0,2.53,253.128,-41.525,0.111,15,-0.645,-2.009,0.565,NN,7.02,1.14,11.01,1595.0,1528.0,-452.0,44.0,6826.0,NAME UBC 672,253.128,-41.525,343.5013737942187,1.613146399613053
363,UBC_80,29.5,219.4,2.23e-09,4.09e+33,3265.2,1.42,2.65,91.613,8.745,0.098,30,-0.499,-0.923,0.457,NN,7.47,0.47,11.6,2085.0,-1949.0,-708.0,-213.0,10314.0,UBC 80,91.613,8.745,199.96529531964342,-5.867604075087911
364,UBC_9,26.3,33.5,1.77e-11,1.3199999999999999e+31,560.5,0.71,3.77,276.544,26.432,0.437,25,0.651,-5.404,2.869,NN,7.42,0.15,7.74,353.0,196.0,275.0,102.0,8148.0,UBC 9,276.544,26.432,54.4685544610879,16.89635796209949
365,UPK_126,13.5,55.4,1.09e-10,1.47e+32,877.5,1.47,2.65,311.768,43.816,0.081,34,-1.467,-1.964,1.177,NN,7.13,1.68,9.51,796.0,86.0,791.0,4.0,8291.0,UPK 126,311.768,43.816,83.7589974616605,0.3012174816724279
366,UPK_150,25.7,353.8,4.73e-09,8.96e+33,5209.9,1.54,3.72,319.474,54.516,0.583,67,-4.243,-3.975,0.996,NN,7.41,1.92,10.07,1031.0,-91.0,1025.0,65.0,8493.0,UPK 150,319.474,54.516,95.10120658178202,3.6219520078970118
367,UPK_166,26.9,434.2,5.3e-09,9.93e+33,6416.4,0.89,4.57,339.203,46.927,0.767,204,-0.907,-3.229,1.508,NN,7.43,0.27,9.09,658.0,-116.0,638.0,-113.0,8481.0,UPK 166,339.203,46.927,100.33347280527681,-9.95229768519689
368,UPK_169,13.8,255.1,1.21e-08,2.66e+34,3582.2,1.53,7.93,326.718,59.915,0.365,52,-2.004,-2.4,1.155,NN,7.14,1.47,9.78,904.0,-181.0,882.0,75.0,8566.0,UPK 169,326.718,59.915,101.66096084610933,4.901076828575641
369,UPK_201,15.8,130.8,2.05e-09,3.95e+33,1914.0,1.73,4.31,344.732,61.648,0.143,32,-3.995,-3.376,1.061,NN,7.2,3.39,9.82,919.0,-314.0,863.0,26.0,8697.0,UPK 201,344.732,61.648,109.98962266342728,1.6364195638089147
370,UPK_38,14.5,57.7,1.27e-10,1.76e+32,910.3,1.4,6.49,280.829,-1.654,0.082,29,-1.102,-5.202,1.675,NN,7.16,2.09,8.9,601.0,518.0,305.0,11.0,7827.0,UPK 38,280.829,-1.654,30.533708562738823,1.0519191862993655
371,UPK_385,11.7,19.8,2.67e-12,1.02e+30,354.3,0.36,2.0,75.647,13.02,0.351,44,1.809,-3.484,3.133,NN,7.07,0.87,7.54,321.0,-304.0,-42.0,-94.0,8644.0,UPK 385,75.647,13.02,187.9520642414995,-17.08511277661793
372,UPK_398,10.7,56.8,1.2e-10,1.66e+32,897.5,1.03,1.96,85.994,7.021,0.272,44,-3.315,-1.714,2.176,NN,7.03,0.38,8.26,448.0,-416.0,-141.0,-89.0,8757.0,UPK 398,85.994,7.021,198.74626473186802,-11.56829410875235
373,UPK_402,7.2,27.9,9.27e-12,5.51e+30,478.2,1.08,1.81,87.515,2.822,0.189,47,-1.112,-1.917,2.385,NN,6.86,1.26,8.19,433.0,-389.0,-167.0,-92.0,8730.0,UPK 402,87.515,2.822,203.249608463683,-12.285023007131123
374,UPK_422,19.5,94.7,7.38e-10,1.3099999999999998e+33,1424.8,0.39,5.45,88.007,-7.543,0.74,113,0.187,-0.571,3.316,NN,7.29,0.26,7.35,295.0,-237.0,-154.0,-84.0,8578.0,UPK 422,88.007,-7.543,212.98917864794322,-16.61950948882364
375,UPK_436,25.7,337.2,4.51e-09,8.54e+33,4965.4,1.29,2.97,100.18,-8.126,0.544,98,-4.119,0.635,1.157,NN,7.41,0.23,9.64,845.0,-653.0,-528.0,-88.0,9009.0,UPK 436,100.18,-8.126,218.97561401122368,-6.064133517683491
376,UPK_445,12.9,116.6,1.43e-09,2.68e+33,1722.2,1.1,3.2,92.385,-15.03,0.294,58,-2.634,1.377,1.467,NN,7.11,0.7,9.11,663.0,-474.0,-426.0,-182.0,8824.0,UPK 445,92.385,-15.03,221.9506409373392,-15.932840782438843
377,UPK_599,19.5,151.9,3.24e-09,6.48e+33,2197.3,0.71,3.68,205.84,-38.576,0.711,87,-9.945,0.293,1.458,NN,7.29,0.1,9.07,652.0,416.0,-432.0,256.0,7935.0,UPK 599,205.8401,-38.576,313.9447377202433,23.18287693454994
378,UPK_607,15.5,118.0,1.48e-09,2.78e+33,1741.3,1.13,2.66,225.058,-57.148,0.147,37,-4.231,-3.245,1.049,NN,7.19,0.79,9.82,919.0,701.0,-594.0,23.0,7661.0,UPK 607,225.058,-57.148,319.7391138069795,1.4601713340644777
379,UPK_621,26.3,149.9,1.91e-09,3.6099999999999996e+33,2211.6,0.87,2.92,237.093,-54.403,0.42,49,-2.48,-3.105,1.122,NN,7.42,0.66,9.63,842.0,706.0,-459.0,0.0,7647.0,UPK 621,237.093,-54.403,326.88888182033537,0.023241930461290694
380,UPK_640,25.1,413.5,5.78e-09,1.1e+34,6078.2,0.35,3.62,250.26,-39.494,1.213,616,-11.973,-21.25,5.673,manual,7.4,0.4,6.21,174.0,166.0,-49.0,13.0,8173.0,UPK 640,250.2601,-39.4939,343.6402137558732,4.589481406434743
381,Waterloo_1,16.6,633.6,2.04e-08,4.29e+34,9023.4,2.4,6.29,64.682,52.863,0.065,47,0.492,-0.689,0.214,NN,7.22,2.6,13.35,4670.0,-4094.0,2243.0,146.0,12634.0,Cl Waterloo 1,64.682,52.863,151.27960141749003,1.7993244621415487
382,Westerlund_1,7.9,22227.1,0.000301,3.15e+38,299575.2,5.51,6.67,251.76,-45.852,0.023,308,-2.325,-3.654,0.252,tooRed,,,,,,,,,Cl Westerlund 1,251.76,-45.852,339.5458447800748,-0.4010286009115821
383,Westerlund_2,4.0,2172.3,2.61e-05,1.75e+37,27841.0,3.26,9.19,156.01,-57.758,0.02,168,-5.246,2.895,0.209,tooRed,,,,,,,,,Cl Westerlund 2,156.01,-57.758,284.2719602121996,-0.32809648773419
384,vdBergh_80,6.5,128.9,1.97e-09,3.8e+33,1887.3,1.35,5.61,97.739,-9.625,0.143,75,-3.298,0.418,1.025,NN,6.81,1.53,9.8,910.0,-696.0,-569.0,-140.0,9054.0,Cl VDB 80,97.739,-9.625,219.24741331254572,-8.890908416480578
385,vdBergh_85,4.4,127.0,1.89e-09,3.64e+33,1861.6,1.72,3.72,101.718,1.32,0.04,29,-1.0,0.328,0.552,NN,6.64,1.35,11.14,1690.0,-1445.0,-876.0,-12.0,9824.0,Cl VDB 85,101.718,1.32,211.23663267063213,-0.41371884465816033
386,vdBergh_92,7.8,363.3,4.08e-08,9.86e+34,4959.4,1.22,6.56,106.038,-11.475,0.112,168,-4.54,1.618,0.842,NN,6.89,1.27,10.38,1193.0,-849.0,-837.0,-50.0,9227.0,Cl VDB 92,106.038,-11.475,224.5866529292736,-2.4273470633135923
